"","OBJECTID","SiteID","Day","Month","Year","Species","Count"
"2474",15979,"ELO-STLR_D3",25,3,1977,"ABDU",4
"2475",15980,"ELO-STLR_D3",7,11,1978,"ABDU",8
"2476",15981,"ELO-STLR_D3",5,11,1982,"ABDU",24
"2477",15982,"ELO-STLR_D3",6,11,1984,"ABDU",4
"2478",15983,"ELO-STLR_D3",6,11,1985,"ABDU",50
"2479",15984,"ELO-STLR_D3",27,3,1986,"ABDU",2
"2480",15985,"ELO-STLR_D3",24,9,1986,"ABDU",21
"2481",15986,"ELO-STLR_D3",23,10,1986,"ABDU",3
"2482",15987,"ELO-STLR_D3",8,12,1986,"ABDU",8
"2483",15988,"ELO-STLR_D3",17,3,1986,"ABDU",1
"2484",15989,"ELO-STLR_D3",27,8,1986,"ABDU",1
"2485",15990,"ELO-STLR_D3",20,11,1986,"ABDU",48
"2486",15991,"ELO-STLR_D3",15,9,1986,"ABDU",10
"2487",15992,"ELO-STLR_D3",5,11,1986,"ABDU",2
"2488",15993,"ELO-STLR_D3",10,10,1986,"ABDU",3
"2489",15994,"ELO-STLR_D3",5,11,1987,"ABDU",6
"2490",15995,"ELO-STLR_D3",13,1,1987,"ABDU",8
"2491",15996,"ELO-STLR_D3",19,10,1988,"ABDU",8
"2492",15997,"ELO-STLR_D3",18,11,1988,"ABDU",17
"2493",15998,"ELO-STLR_D3",8,11,1989,"ABDU",39
"2494",15999,"ELO-STLR_D3",8,11,1990,"ABDU",14
"2495",16000,"ELO-STLR_D3",18,11,1991,"ABDU",48
"2496",16001,"ELO-STLR_D3",5,11,1991,"ABDU",48
"2497",16002,"ELO-STLR_D3",2,1,1991,"ABDU",26
"2498",16003,"ELO-STLR_D3",12,12,1991,"ABDU",73
"2499",16004,"ELO-STLR_D3",9,1,1992,"ABDU",5
"2500",16005,"ELO-STLR_D3",5,11,1992,"ABDU",4
"2501",16006,"ELO-STLR_D3",4,11,1993,"ABDU",32
"2502",16007,"ELO-STLR_D3",17,11,1993,"ABDU",19
"2503",16008,"ELO-STLR_D3",16,12,1993,"ABDU",10
"2504",16009,"ELO-STLR_D3",5,1,1993,"ABDU",3
"2505",16010,"ELO-STLR_D3",15,12,1994,"ABDU",7
"2506",16011,"ELO-STLR_D3",16,11,1994,"ABDU",18
"2507",16012,"ELO-STLR_D3",4,11,1994,"ABDU",9
"2508",16013,"ELO-STLR_D3",5,1,1994,"ABDU",10
"2509",16014,"ELO-STLR_D3",9,11,1995,"ABDU",29
"2510",16015,"ELO-STLR_D3",22,11,1995,"ABDU",11
"2511",16016,"ELO-STLR_D3",25,10,1995,"ABDU",1
"2512",16017,"ELO-STLR_D3",4,11,1996,"ABDU",2
"2513",16018,"ELO-STLR_D3",10,12,1996,"ABDU",57
"2514",16019,"ELO-STLR_D3",5,11,1996,"ABDU",14
"2515",16020,"ELO-STLR_D3",8,12,1997,"ABDU",3
"2516",16021,"ELO-STLR_D3",5,11,1997,"ABDU",12
"2517",16022,"ELO-STLR_D3",8,1,1997,"ABDU",2
"2518",16023,"ELO-STLR_D3",4,11,1998,"ABDU",24
"2519",16024,"ELO-STLR_D3",16,12,1998,"ABDU",19
"2520",16025,"ELO-STLR_D3",21,1,1998,"ABDU",1
"2521",16026,"ELO-STLR_D3",17,12,1999,"ABDU",122
"2522",16027,"ELO-STLR_D3",7,10,1999,"ABDU",40
"2523",16028,"ELO-STLR_D3",6,5,1999,"ABDU",4
"2524",16029,"ELO-STLR_D3",24,8,1999,"ABDU",23
"2525",16030,"ELO-STLR_D3",8,11,1999,"ABDU",32
"2526",16031,"ELO-STLR_D3",19,10,1999,"ABDU",27
"2527",16032,"ELO-STLR_D3",22,4,1999,"ABDU",19
"2528",16033,"ELO-STLR_D3",25,3,1999,"ABDU",19
"2529",16034,"ELO-STLR_D3",23,9,1999,"ABDU",12
"2530",16035,"ELO-STLR_D3",18,11,1999,"ABDU",125
"2531",16036,"ELO-STLR_D3",13,9,1999,"ABDU",22
"2532",16037,"ELO-STLR_D3",2,12,1999,"ABDU",66
"2533",16038,"ELO-STLR_D3",12,4,1999,"ABDU",2
"2534",16039,"ELO-STLR_D3",7,11,2000,"ABDU",38
"2535",16040,"ELO-STLR_D3",5,1,2000,"ABDU",75
"2536",16041,"ELO-STLR_D3",9,1,2001,"ABDU",94
"2537",16042,"ELO-STLR_D3",6,11,2001,"ABDU",106
"2538",16043,"ELO-STLR_D3",8,1,2002,"ABDU",265
"2539",16044,"ELO-STLR_D3",29,10,2002,"ABDU",88
"2540",16045,"ELO-STLR_D3",7,1,2003,"ABDU",170
"2541",16046,"ELO-STLR_D3",6,11,2003,"ABDU",345
"2542",16047,"ELO-STLR_D3",7,1,2004,"ABDU",87
"2543",16969,"ELO-STLR_D4",9,11,1970,"ABDU",5
"2544",16970,"ELO-STLR_D4",31,8,1970,"ABDU",6
"2545",16971,"ELO-STLR_D4",15,10,1970,"ABDU",23
"2546",16972,"ELO-STLR_D4",23,9,1970,"ABDU",9
"2547",16973,"ELO-STLR_D4",4,11,1970,"ABDU",4
"2548",16974,"ELO-STLR_D4",21,12,1970,"ABDU",13
"2549",16975,"ELO-STLR_D4",27,10,1970,"ABDU",10
"2550",16976,"ELO-STLR_D4",1,10,1970,"ABDU",37
"2551",16977,"ELO-STLR_D4",22,12,1971,"ABDU",11
"2552",16978,"ELO-STLR_D4",1,12,1971,"ABDU",104
"2553",16979,"ELO-STLR_D4",22,10,1971,"ABDU",10
"2554",16980,"ELO-STLR_D4",24,3,1972,"ABDU",25
"2555",16981,"ELO-STLR_D4",2,6,1972,"ABDU",4
"2556",16982,"ELO-STLR_D4",8,4,1976,"ABDU",8
"2557",16983,"ELO-STLR_D4",25,5,1976,"ABDU",2
"2558",16984,"ELO-STLR_D4",6,11,1985,"ABDU",4
"2559",16985,"ELO-STLR_D4",27,8,1986,"ABDU",3
"2560",16986,"ELO-STLR_D4",20,11,1986,"ABDU",10
"2561",16987,"ELO-STLR_D4",16,4,1986,"ABDU",4
"2562",16988,"ELO-STLR_D4",8,12,1986,"ABDU",13
"2563",16989,"ELO-STLR_D4",15,9,1986,"ABDU",2
"2564",16990,"ELO-STLR_D4",5,11,1986,"ABDU",3
"2565",16991,"ELO-STLR_D4",17,3,1986,"ABDU",4
"2566",16992,"ELO-STLR_D4",27,3,1986,"ABDU",16
"2567",16993,"ELO-STLR_D4",13,1,1987,"ABDU",5
"2568",16994,"ELO-STLR_D4",14,12,1988,"ABDU",4
"2569",16995,"ELO-STLR_D4",8,11,1989,"ABDU",25
"2570",16996,"ELO-STLR_D4",15,12,1989,"ABDU",1
"2571",16997,"ELO-STLR_D4",8,11,1990,"ABDU",28
"2572",16998,"ELO-STLR_D4",15,11,1990,"ABDU",10
"2573",16999,"ELO-STLR_D4",12,12,1991,"ABDU",1
"2574",17000,"ELO-STLR_D4",9,1,1992,"ABDU",2
"2575",17001,"ELO-STLR_D4",16,11,1994,"ABDU",35
"2576",17002,"ELO-STLR_D4",4,11,1994,"ABDU",12
"2577",17003,"ELO-STLR_D4",22,11,1995,"ABDU",5
"2578",17004,"ELO-STLR_D4",9,11,1995,"ABDU",23
"2579",17005,"ELO-STLR_D4",8,12,1997,"ABDU",16
"2580",17006,"ELO-STLR_D4",16,12,1998,"ABDU",28
"2581",17007,"ELO-STLR_D4",4,11,1998,"ABDU",22
"2582",17008,"ELO-STLR_D4",17,12,1999,"ABDU",122
"2583",17009,"ELO-STLR_D4",19,10,1999,"ABDU",2
"2584",17010,"ELO-STLR_D4",2,12,1999,"ABDU",100
"2585",17011,"ELO-STLR_D4",8,11,1999,"ABDU",197
"2586",17012,"ELO-STLR_D4",6,5,1999,"ABDU",17
"2587",17013,"ELO-STLR_D4",25,3,1999,"ABDU",2
"2588",17014,"ELO-STLR_D4",7,10,1999,"ABDU",13
"2589",17015,"ELO-STLR_D4",18,11,1999,"ABDU",177
"2590",17016,"ELO-STLR_D4",7,11,2000,"ABDU",30
"2591",17017,"ELO-STLR_D4",5,1,2000,"ABDU",10
"2592",17018,"ELO-STLR_D4",9,1,2001,"ABDU",3
"2593",17019,"ELO-STLR_D4",6,11,2001,"ABDU",3
"2594",17020,"ELO-STLR_D4",8,1,2002,"ABDU",373
"2595",17021,"ELO-STLR_D4",29,10,2002,"ABDU",125
"2596",17022,"ELO-STLR_D4",7,1,2003,"ABDU",51
"2597",17023,"ELO-STLR_D4",6,11,2003,"ABDU",175
"2598",17024,"ELO-STLR_D4",7,1,2004,"ABDU",2
"2599",17861,"ELO-STLR_D5",15,10,1970,"ABDU",2
"2600",17862,"ELO-STLR_D5",21,12,1970,"ABDU",9
"2601",17863,"ELO-STLR_D5",31,8,1970,"ABDU",100
"2602",17864,"ELO-STLR_D5",23,9,1970,"ABDU",21
"2603",17865,"ELO-STLR_D5",27,10,1970,"ABDU",38
"2604",17866,"ELO-STLR_D5",4,11,1970,"ABDU",20
"2605",17867,"ELO-STLR_D5",1,10,1970,"ABDU",11
"2606",17868,"ELO-STLR_D5",1,12,1971,"ABDU",20
"2607",17869,"ELO-STLR_D5",22,12,1971,"ABDU",1
"2608",17870,"ELO-STLR_D5",22,10,1971,"ABDU",55
"2609",17871,"ELO-STLR_D5",24,3,1972,"ABDU",200
"2610",17872,"ELO-STLR_D5",8,4,1976,"ABDU",2
"2611",17873,"ELO-STLR_D5",6,11,1985,"ABDU",20
"2612",17874,"ELO-STLR_D5",29,4,1986,"ABDU",2
"2613",17875,"ELO-STLR_D5",17,3,1986,"ABDU",5
"2614",17876,"ELO-STLR_D5",15,9,1986,"ABDU",14
"2615",17877,"ELO-STLR_D5",15,12,1989,"ABDU",1
"2616",17878,"ELO-STLR_D5",2,1,1991,"ABDU",8
"2617",17879,"ELO-STLR_D5",4,11,1993,"ABDU",9
"2618",17880,"ELO-STLR_D5",17,11,1993,"ABDU",3
"2619",17881,"ELO-STLR_D5",15,12,1994,"ABDU",4
"2620",17882,"ELO-STLR_D5",4,11,1996,"ABDU",5
"2621",17883,"ELO-STLR_D5",17,12,1999,"ABDU",20
"2622",17884,"ELO-STLR_D5",8,11,1999,"ABDU",10
"2623",17885,"ELO-STLR_D5",12,4,1999,"ABDU",2
"2624",17886,"ELO-STLR_D5",22,4,1999,"ABDU",3
"2625",17887,"ELO-STLR_D5",6,5,1999,"ABDU",9
"2626",17888,"ELO-STLR_D5",25,3,1999,"ABDU",20
"2627",17889,"ELO-STLR_D5",5,1,2000,"ABDU",3
"2628",17890,"ELO-STLR_D5",10,1,2001,"ABDU",28
"2629",17891,"ELO-STLR_D5",8,1,2002,"ABDU",35
"2630",17892,"ELO-STLR_D5",7,1,2003,"ABDU",45
"2631",18707,"ELO-STLR_D6",27,10,1970,"ABDU",46
"2632",18708,"ELO-STLR_D6",23,9,1970,"ABDU",137
"2633",18709,"ELO-STLR_D6",9,11,1970,"ABDU",49
"2634",18710,"ELO-STLR_D6",15,10,1970,"ABDU",12
"2635",18711,"ELO-STLR_D6",1,10,1970,"ABDU",8
"2636",18712,"ELO-STLR_D6",4,11,1970,"ABDU",6
"2637",18713,"ELO-STLR_D6",1,12,1971,"ABDU",9
"2638",18714,"ELO-STLR_D6",22,10,1971,"ABDU",8
"2639",18715,"ELO-STLR_D6",24,3,1972,"ABDU",4
"2640",18716,"ELO-STLR_D6",2,6,1972,"ABDU",1
"2641",18717,"ELO-STLR_D6",18,7,1972,"ABDU",2
"2642",18718,"ELO-STLR_D6",11,3,1976,"ABDU",4
"2643",18719,"ELO-STLR_D6",9,3,1977,"ABDU",2
"2644",18720,"ELO-STLR_D6",6,11,1985,"ABDU",5
"2645",18721,"ELO-STLR_D6",16,4,1986,"ABDU",6
"2646",18722,"ELO-STLR_D6",15,9,1986,"ABDU",7
"2647",18723,"ELO-STLR_D6",18,11,1988,"ABDU",12
"2648",18724,"ELO-STLR_D6",8,11,1990,"ABDU",20
"2649",18725,"ELO-STLR_D6",5,11,1991,"ABDU",16
"2650",18726,"ELO-STLR_D6",18,11,1991,"ABDU",43
"2651",18727,"ELO-STLR_D6",25,10,1995,"ABDU",12
"2652",18728,"ELO-STLR_D6",4,11,1998,"ABDU",10
"2653",18729,"ELO-STLR_D6",23,9,1999,"ABDU",4
"2654",18730,"ELO-STLR_D6",17,12,1999,"ABDU",8
"2655",18731,"ELO-STLR_D6",22,4,1999,"ABDU",3
"2656",18732,"ELO-STLR_D6",2,12,1999,"ABDU",5
"2657",18733,"ELO-STLR_D6",6,5,1999,"ABDU",3
"2658",18734,"ELO-STLR_D6",6,11,2001,"ABDU",2
"2659",18735,"ELO-STLR_D6",29,10,2002,"ABDU",8
"2660",19250,"ELO-STLR_D7",15,10,1970,"ABDU",17
"2661",19251,"ELO-STLR_D7",31,8,1970,"ABDU",15
"2662",19252,"ELO-STLR_D7",27,10,1970,"ABDU",14
"2663",19253,"ELO-STLR_D7",4,11,1970,"ABDU",9
"2664",19254,"ELO-STLR_D7",9,11,1970,"ABDU",6
"2665",19255,"ELO-STLR_D7",23,9,1970,"ABDU",393
"2666",19256,"ELO-STLR_D7",1,10,1970,"ABDU",33
"2667",19257,"ELO-STLR_D7",22,12,1971,"ABDU",1
"2668",19258,"ELO-STLR_D7",8,4,1976,"ABDU",2
"2669",19259,"ELO-STLR_D7",16,4,1986,"ABDU",2
"2670",19260,"ELO-STLR_D7",15,9,1986,"ABDU",25
"2671",19261,"ELO-STLR_D7",5,11,1987,"ABDU",6
"2672",19262,"ELO-STLR_D7",4,11,1988,"ABDU",4
"2673",19263,"ELO-STLR_D7",8,11,1989,"ABDU",18
"2674",19264,"ELO-STLR_D7",18,11,1991,"ABDU",51
"2675",19265,"ELO-STLR_D7",5,11,1991,"ABDU",10
"2676",19266,"ELO-STLR_D7",5,11,1992,"ABDU",2
"2677",19267,"ELO-STLR_D7",16,12,1993,"ABDU",7
"2678",19268,"ELO-STLR_D7",5,1,1993,"ABDU",2
"2679",19269,"ELO-STLR_D7",17,11,1993,"ABDU",2
"2680",19270,"ELO-STLR_D7",16,11,1994,"ABDU",6
"2681",19271,"ELO-STLR_D7",22,11,1995,"ABDU",9
"2682",19272,"ELO-STLR_D7",4,11,1998,"ABDU",3
"2683",19273,"ELO-STLR_D7",16,12,1998,"ABDU",8
"2684",19274,"ELO-STLR_D7",22,4,1999,"ABDU",8
"2685",19275,"ELO-STLR_D7",25,3,1999,"ABDU",20
"2686",19276,"ELO-STLR_D7",18,11,1999,"ABDU",16
"2687",19277,"ELO-STLR_D7",2,12,1999,"ABDU",3
"2688",19278,"ELO-STLR_D7",6,5,1999,"ABDU",1
"2689",19279,"ELO-STLR_D7",8,11,1999,"ABDU",4
"2690",19280,"ELO-STLR_D7",6,11,2001,"ABDU",10
"2691",19991,"ELO-STLR_D8",27,10,1970,"ABDU",9
"2692",19992,"ELO-STLR_D8",21,12,1970,"ABDU",207
"2693",19993,"ELO-STLR_D8",15,10,1970,"ABDU",3
"2694",19994,"ELO-STLR_D8",4,11,1970,"ABDU",66
"2695",19995,"ELO-STLR_D8",9,11,1970,"ABDU",30
"2696",19996,"ELO-STLR_D8",1,10,1970,"ABDU",18
"2697",19997,"ELO-STLR_D8",22,12,1971,"ABDU",574
"2698",19998,"ELO-STLR_D8",22,10,1971,"ABDU",297
"2699",19999,"ELO-STLR_D8",1,12,1971,"ABDU",141
"2700",20000,"ELO-STLR_D8",8,12,1977,"ABDU",50
"2701",20001,"ELO-STLR_D8",9,3,1977,"ABDU",8
"2702",20002,"ELO-STLR_D8",25,3,1977,"ABDU",58
"2703",20003,"ELO-STLR_D8",22,9,1977,"ABDU",30
"2704",20004,"ELO-STLR_D8",19,10,1977,"ABDU",39
"2705",20005,"ELO-STLR_D8",15,11,1977,"ABDU",98
"2706",20006,"ELO-STLR_D8",6,11,1985,"ABDU",134
"2707",20007,"ELO-STLR_D8",5,11,1986,"ABDU",59
"2708",20008,"ELO-STLR_D8",15,9,1986,"ABDU",19
"2709",20009,"ELO-STLR_D8",23,10,1986,"ABDU",20
"2710",20010,"ELO-STLR_D8",27,8,1986,"ABDU",10
"2711",20011,"ELO-STLR_D8",8,12,1986,"ABDU",31
"2712",20012,"ELO-STLR_D8",10,10,1986,"ABDU",45
"2713",20013,"ELO-STLR_D8",13,1,1987,"ABDU",12
"2714",20014,"ELO-STLR_D8",4,11,1988,"ABDU",13
"2715",20015,"ELO-STLR_D8",18,11,1988,"ABDU",63
"2716",20016,"ELO-STLR_D8",19,10,1988,"ABDU",15
"2717",20017,"ELO-STLR_D8",3,1,1989,"ABDU",3
"2718",20018,"ELO-STLR_D8",15,12,1989,"ABDU",3
"2719",20019,"ELO-STLR_D8",24,10,1989,"ABDU",2
"2720",20020,"ELO-STLR_D8",8,11,1989,"ABDU",40
"2721",20021,"ELO-STLR_D8",8,11,1990,"ABDU",46
"2722",20022,"ELO-STLR_D8",15,11,1990,"ABDU",50
"2723",20023,"ELO-STLR_D8",2,1,1991,"ABDU",15
"2724",20024,"ELO-STLR_D8",12,12,1991,"ABDU",9
"2725",20025,"ELO-STLR_D8",18,11,1991,"ABDU",4
"2726",20026,"ELO-STLR_D8",5,11,1991,"ABDU",91
"2727",20027,"ELO-STLR_D8",5,11,1992,"ABDU",35
"2728",20028,"ELO-STLR_D8",4,11,1993,"ABDU",41
"2729",20029,"ELO-STLR_D8",17,11,1993,"ABDU",14
"2730",20030,"ELO-STLR_D8",12,12,1995,"ABDU",5
"2731",20031,"ELO-STLR_D8",22,11,1995,"ABDU",36
"2732",20032,"ELO-STLR_D8",10,1,1995,"ABDU",5
"2733",20033,"ELO-STLR_D8",9,11,1995,"ABDU",55
"2734",20034,"ELO-STLR_D8",25,10,1995,"ABDU",25
"2735",20035,"ELO-STLR_D8",5,11,1996,"ABDU",80
"2736",20036,"ELO-STLR_D8",16,12,1996,"ABDU",28
"2737",20037,"ELO-STLR_D8",6,11,1997,"ABDU",13
"2738",20038,"ELO-STLR_D8",11,12,1997,"ABDU",88
"2739",20039,"ELO-STLR_D8",4,11,1998,"ABDU",120
"2740",20040,"ELO-STLR_D8",16,12,1998,"ABDU",123
"2741",20041,"ELO-STLR_D8",25,3,1999,"ABDU",11
"2742",20042,"ELO-STLR_D8",2,12,1999,"ABDU",166
"2743",20043,"ELO-STLR_D8",22,4,1999,"ABDU",2
"2744",20044,"ELO-STLR_D8",18,11,1999,"ABDU",83
"2745",20045,"ELO-STLR_D8",17,12,1999,"ABDU",70
"2746",20046,"ELO-STLR_D8",18,10,1999,"ABDU",38
"2747",20047,"ELO-STLR_D8",8,11,1999,"ABDU",121
"2748",20048,"ELO-STLR_D8",5,1,2000,"ABDU",109
"2749",20049,"ELO-STLR_D8",7,11,2000,"ABDU",414
"2750",20050,"ELO-STLR_D8",6,11,2001,"ABDU",44
"2751",20051,"ELO-STLR_D8",29,10,2002,"ABDU",299
"2752",20052,"ELO-STLR_D8",8,1,2002,"ABDU",70
"2753",20053,"ELO-STLR_D8",6,11,2003,"ABDU",305
"2754",20054,"ELO-STLR_D8",7,1,2003,"ABDU",185
"2755",20814,"ELO-STLR_E1",14,11,1986,"ABDU",2
"2756",20815,"ELO-STLR_E1",4,11,1993,"ABDU",2
"2757",20816,"ELO-STLR_E1",25,10,1995,"ABDU",11
"2758",20817,"ELO-STLR_E1",22,11,1995,"ABDU",20
"2759",20818,"ELO-STLR_E1",16,12,1996,"ABDU",1
"2760",20819,"ELO-STLR_E1",4,11,1998,"ABDU",10
"2761",20820,"ELO-STLR_E1",19,10,1999,"ABDU",13
"2762",20821,"ELO-STLR_E1",18,11,1999,"ABDU",184
"2763",20822,"ELO-STLR_E1",8,11,1999,"ABDU",17
"2764",20823,"ELO-STLR_E1",6,5,1999,"ABDU",1
"2765",20824,"ELO-STLR_E1",6,11,2001,"ABDU",7
"2766",21163,"ELO-STLR_E2",23,9,1970,"ABDU",268
"2767",21164,"ELO-STLR_E2",15,10,1970,"ABDU",64
"2768",21165,"ELO-STLR_E2",4,11,1970,"ABDU",117
"2769",21166,"ELO-STLR_E2",31,8,1970,"ABDU",5
"2770",21167,"ELO-STLR_E2",9,11,1970,"ABDU",43
"2771",21168,"ELO-STLR_E2",27,10,1970,"ABDU",125
"2772",21169,"ELO-STLR_E2",1,10,1970,"ABDU",101
"2773",21170,"ELO-STLR_E2",22,10,1971,"ABDU",100
"2774",21171,"ELO-STLR_E2",8,4,1976,"ABDU",4
"2775",21172,"ELO-STLR_E2",25,3,1976,"ABDU",52
"2776",21173,"ELO-STLR_E2",6,11,1985,"ABDU",6
"2777",21174,"ELO-STLR_E2",24,9,1986,"ABDU",14
"2778",21175,"ELO-STLR_E2",17,3,1986,"ABDU",2
"2779",21176,"ELO-STLR_E2",29,4,1986,"ABDU",4
"2780",21177,"ELO-STLR_E2",17,10,1986,"ABDU",8
"2781",21178,"ELO-STLR_E2",15,9,1986,"ABDU",49
"2782",21179,"ELO-STLR_E2",27,3,1986,"ABDU",12
"2783",21180,"ELO-STLR_E2",14,11,1986,"ABDU",35
"2784",21181,"ELO-STLR_E2",16,4,1986,"ABDU",8
"2785",21182,"ELO-STLR_E2",4,11,1988,"ABDU",8
"2786",21183,"ELO-STLR_E2",15,11,1990,"ABDU",4
"2787",21184,"ELO-STLR_E2",8,11,1990,"ABDU",14
"2788",21185,"ELO-STLR_E2",5,11,1991,"ABDU",10
"2789",21186,"ELO-STLR_E2",24,11,1992,"ABDU",5
"2790",21187,"ELO-STLR_E2",17,11,1993,"ABDU",35
"2791",21188,"ELO-STLR_E2",16,11,1994,"ABDU",2
"2792",21189,"ELO-STLR_E2",25,10,1995,"ABDU",31
"2793",21190,"ELO-STLR_E2",9,11,1995,"ABDU",18
"2794",21191,"ELO-STLR_E2",22,11,1995,"ABDU",68
"2795",21192,"ELO-STLR_E2",4,11,1996,"ABDU",25
"2796",21193,"ELO-STLR_E2",16,12,1996,"ABDU",5
"2797",21194,"ELO-STLR_E2",5,11,1996,"ABDU",25
"2798",21195,"ELO-STLR_E2",5,11,1997,"ABDU",2
"2799",21196,"ELO-STLR_E2",16,12,1998,"ABDU",24
"2800",21197,"ELO-STLR_E2",4,11,1998,"ABDU",36
"2801",21198,"ELO-STLR_E2",2,12,1999,"ABDU",2
"2802",21199,"ELO-STLR_E2",20,5,1999,"ABDU",1
"2803",21200,"ELO-STLR_E2",7,10,1999,"ABDU",1
"2804",21201,"ELO-STLR_E2",6,5,1999,"ABDU",2
"2805",21202,"ELO-STLR_E2",8,11,1999,"ABDU",169
"2806",21203,"ELO-STLR_E2",12,4,1999,"ABDU",15
"2807",21204,"ELO-STLR_E2",22,4,1999,"ABDU",14
"2808",21205,"ELO-STLR_E2",19,10,1999,"ABDU",99
"2809",21206,"ELO-STLR_E2",18,11,1999,"ABDU",637
"2810",21207,"ELO-STLR_E2",22,12,1999,"ABDU",4
"2811",21208,"ELO-STLR_E2",8,11,2000,"ABDU",132
"2812",21209,"ELO-STLR_E2",6,11,2001,"ABDU",34
"2813",21930,"ELO-STLR_E3",15,10,1970,"ABDU",31
"2814",21931,"ELO-STLR_E3",9,11,1970,"ABDU",51
"2815",21932,"ELO-STLR_E3",4,11,1970,"ABDU",21
"2816",21933,"ELO-STLR_E3",23,9,1970,"ABDU",23
"2817",21934,"ELO-STLR_E3",1,10,1970,"ABDU",18
"2818",21935,"ELO-STLR_E3",27,10,1970,"ABDU",61
"2819",21936,"ELO-STLR_E3",22,10,1971,"ABDU",37
"2820",21937,"ELO-STLR_E3",2,6,1972,"ABDU",1
"2821",21938,"ELO-STLR_E3",6,11,1985,"ABDU",22
"2822",21939,"ELO-STLR_E3",24,9,1986,"ABDU",15
"2823",21940,"ELO-STLR_E3",14,11,1986,"ABDU",43
"2824",21941,"ELO-STLR_E3",29,4,1986,"ABDU",1
"2825",21942,"ELO-STLR_E3",27,3,1986,"ABDU",2
"2826",21943,"ELO-STLR_E3",15,9,1986,"ABDU",8
"2827",21944,"ELO-STLR_E3",16,4,1986,"ABDU",2
"2828",21945,"ELO-STLR_E3",8,11,1990,"ABDU",4
"2829",21946,"ELO-STLR_E3",4,11,1994,"ABDU",1
"2830",21947,"ELO-STLR_E3",16,11,1994,"ABDU",5
"2831",21948,"ELO-STLR_E3",22,11,1995,"ABDU",26
"2832",21949,"ELO-STLR_E3",25,10,1995,"ABDU",17
"2833",21950,"ELO-STLR_E3",9,11,1995,"ABDU",8
"2834",21951,"ELO-STLR_E3",5,11,1996,"ABDU",2
"2835",21952,"ELO-STLR_E3",5,11,1997,"ABDU",8
"2836",21953,"ELO-STLR_E3",16,12,1998,"ABDU",59
"2837",21954,"ELO-STLR_E3",18,11,1999,"ABDU",379
"2838",21955,"ELO-STLR_E3",7,10,1999,"ABDU",1
"2839",21956,"ELO-STLR_E3",23,9,1999,"ABDU",5
"2840",21957,"ELO-STLR_E3",2,12,1999,"ABDU",80
"2841",21958,"ELO-STLR_E3",19,10,1999,"ABDU",35
"2842",21959,"ELO-STLR_E3",22,4,1999,"ABDU",11
"2843",21960,"ELO-STLR_E3",1,12,1999,"ABDU",1
"2844",21961,"ELO-STLR_E3",8,11,1999,"ABDU",61
"2845",21962,"ELO-STLR_E3",12,4,1999,"ABDU",17
"2846",21963,"ELO-STLR_E3",8,11,2000,"ABDU",56
"2847",21964,"ELO-STLR_E3",6,11,2001,"ABDU",59
"2848",21965,"ELO-STLR_E3",29,10,2002,"ABDU",330
"2849",22518,"ELO-STLR_E4",8,4,1976,"ABDU",4
"2850",22519,"ELO-STLR_E4",3,12,1976,"ABDU",19
"2851",22520,"ELO-STLR_E4",6,11,1976,"ABDU",4
"2852",22521,"ELO-STLR_E4",14,11,1986,"ABDU",35
"2853",22522,"ELO-STLR_E4",24,9,1986,"ABDU",15
"2854",22523,"ELO-STLR_E4",16,4,1986,"ABDU",9
"2855",22524,"ELO-STLR_E4",17,12,1986,"ABDU",30
"2856",22525,"ELO-STLR_E4",8,11,1990,"ABDU",32
"2857",22526,"ELO-STLR_E4",5,11,1991,"ABDU",29
"2858",22527,"ELO-STLR_E4",5,11,1992,"ABDU",5
"2859",22528,"ELO-STLR_E4",9,1,1992,"ABDU",23
"2860",22529,"ELO-STLR_E4",16,12,1993,"ABDU",22
"2861",22530,"ELO-STLR_E4",17,11,1993,"ABDU",7
"2862",22531,"ELO-STLR_E4",5,1,1993,"ABDU",24
"2863",22532,"ELO-STLR_E4",4,11,1994,"ABDU",5
"2864",22533,"ELO-STLR_E4",16,11,1994,"ABDU",5
"2865",22534,"ELO-STLR_E4",22,11,1995,"ABDU",10
"2866",22535,"ELO-STLR_E4",9,1,1995,"ABDU",12
"2867",22536,"ELO-STLR_E4",12,12,1995,"ABDU",4
"2868",22537,"ELO-STLR_E4",25,10,1995,"ABDU",8
"2869",22538,"ELO-STLR_E4",10,12,1996,"ABDU",1
"2870",22539,"ELO-STLR_E4",5,11,1997,"ABDU",12
"2871",22540,"ELO-STLR_E4",8,1,1997,"ABDU",8
"2872",22541,"ELO-STLR_E4",16,12,1998,"ABDU",5
"2873",22542,"ELO-STLR_E4",4,11,1998,"ABDU",7
"2874",22543,"ELO-STLR_E4",8,11,1999,"ABDU",24
"2875",22544,"ELO-STLR_E4",2,12,1999,"ABDU",16
"2876",22545,"ELO-STLR_E4",19,10,1999,"ABDU",23
"2877",22546,"ELO-STLR_E4",12,4,1999,"ABDU",79
"2878",22547,"ELO-STLR_E4",23,9,1999,"ABDU",5
"2879",22548,"ELO-STLR_E4",7,1,1999,"ABDU",4
"2880",22549,"ELO-STLR_E4",22,4,1999,"ABDU",10
"2881",22550,"ELO-STLR_E4",18,11,1999,"ABDU",84
"2882",22551,"ELO-STLR_E4",22,12,1999,"ABDU",9
"2883",22552,"ELO-STLR_E4",5,1,2000,"ABDU",19
